,application_matched,processed
0,0.2926829268292683,0.635
1,0.20588235294117646,0.6802030456852792
2,0.34375,0.6435897435897436
3,0.22916666666666666,0.6606683804627249
4,0.24390243902439024,0.6953125
5,0.34210526315789475,0.6666666666666666
6,0.21739130434782608,0.6455696202531646
7,0.2978723404255319,0.615979381443299
8,0.14705882352941177,0.6843501326259946
9,0.20454545454545456,0.692722371967655
10,0.23684210526315788,0.6505102040816326
11,0.27586206896551724,0.6736842105263158
12,0.2777777777777778,0.6820512820512821
13,0.1875,0.6717948717948717
14,0.15789473684210525,0.6331658291457286
15,0.14285714285714285,0.6433915211970075
16,0.1794871794871795,0.6467532467532467
17,0.2391304347826087,0.6368159203980099
18,0.19148936170212766,0.6650124069478908
19,0.24,0.6556122448979592
20,0.22727272727272727,0.6481012658227848
21,0.3684210526315789,0.6846153846153846
22,0.2682926829268293,0.6123456790123457
23,0.1590909090909091,0.638961038961039
24,0.13953488372093023,0.6475
25,0.24444444444444444,0.6692307692307692
26,0.06976744186046512,0.6178660049627791
27,0.16216216216216217,0.6475
28,0.2571428571428571,0.6437659033078881
29,0.10810810810810811,0.6306532663316583
30,0.2,0.651595744680851
31,0.16129032258064516,0.6649484536082474
32,0.23529411764705882,0.6889460154241646
33,0.18181818181818182,0.6390243902439025
34,0.09375,0.6487179487179487
35,0.37142857142857144,0.6595744680851063
36,0.1875,0.6586666666666666
37,0.23076923076923078,0.6632390745501285
38,0.16666666666666666,0.6870229007633588
39,0.20588235294117646,0.7002652519893899
40,0.21052631578947367,0.6641414141414141
41,0.25,0.704
42,0.21428571428571427,0.6545012165450121
43,0.2727272727272727,0.6798941798941799
44,0.22727272727272727,0.6304909560723514
45,0.3125,0.6469072164948454
46,0.28125,0.6515151515151515
47,0.3333333333333333,0.6649616368286445
48,0.14285714285714285,0.6746666666666666
49,0.17647058823529413,0.6513994910941476
50,0.3111111111111111,0.7078947368421052
51,0.25,0.6726342710997443
52,0.325,0.6657963446475196
53,0.2857142857142857,0.6928934010152284
54,0.11764705882352941,0.6532663316582915
55,0.20588235294117646,0.6545454545454545
56,0.23076923076923078,0.7098445595854922
57,0.1891891891891892,0.6751918158567775
58,0.3076923076923077,0.6571428571428571
59,0.4444444444444444,0.6718346253229974
60,0.2972972972972973,0.6821705426356589
61,0.08333333333333333,0.6382428940568475
62,0.3191489361702128,0.6716417910447762
63,0.2571428571428571,0.7247956403269755
64,0.16666666666666666,0.6572890025575447
65,0.27906976744186046,0.6701298701298701
66,0.25806451612903225,0.6624040920716112
67,0.20930232558139536,0.6614583333333334
68,0.1875,0.6330749354005168
69,0.3055555555555556,0.648854961832061
70,0.21568627450980393,0.6956521739130435
71,0.2647058823529412,0.6572164948453608
72,0.21428571428571427,0.6883116883116883
73,0.15625,0.6590330788804071
74,0.34375,0.6912928759894459
75,0.18421052631578946,0.661498708010336
76,0.12903225806451613,0.665
77,0.16666666666666666,0.6212121212121212
78,0.3125,0.676923076923077
79,0.21739130434782608,0.6710182767624021
80,0.21621621621621623,0.6901041666666666
81,0.2978723404255319,0.5990220048899756
82,0.23255813953488372,0.6582278481012658
83,0.20454545454545456,0.6580976863753213
84,0.16666666666666666,0.640625
85,0.14285714285714285,0.6536458333333334
86,0.21739130434782608,0.6381909547738693
87,0.17647058823529413,0.6519480519480519
88,0.175,0.6733668341708543
89,0.2682926829268293,0.6266318537859008
90,0.1388888888888889,0.6692506459948321
91,0.21428571428571427,0.678391959798995
92,0.20930232558139536,0.6851851851851852
93,0.14634146341463414,0.6243654822335025
94,0.22857142857142856,0.7101827676240209
95,0.30303030303030304,0.6368421052631579
96,0.14285714285714285,0.7142857142857143
97,0.2619047619047619,0.6770833333333334
98,0.2,0.6821705426356589
99,0.19607843137254902,0.66
